Brand,Chipset Manufacturer:,Model,VRAM,Description,Boost Clock,Cuda Cores,Shader Clock,Effective Memory Clock,Stream Processors,Direct X,HDMI,Model Number,D-Sub,Display Port,OpenGl,Dvi:,PixelPipelines,Slot Width,Max Resolution:,Cooler,Low Profile,release_date,code_name,manufacturer_tech,bus_interface,vram,core_frequency,vram_frequency,shader_frequency,core_config,purpose,open_gl,thermal_design_power,m_operations_s,g_pixels_s,m_texals_s,m_vertices_,v_ram_bandwidth,v_ram_bus_type,v_ram_bus_width,directx,
VisionTek,ATI,Radeon HD 4350,512,VisionTek 900289 Radeon HD 4350 512MB 64-Bit DDR2 PCI Express 2.0 x16 Low Profile Ready Video Card,,,,1000MHz,80 Stream Processors,,,900289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4350,512,VisionTek 900308 Radeon HD 4350 512MB 128-Bit DDR2 PCI Express x1 Low Profile Ready Video Card,,,,800MHz,80 Stream Processors,,,900308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4350,512,VisionTek 900273 Radeon HD 4350 512MB 64-Bit DDR2 PCI Express 2.0 x16 HDCP Ready CrossFireX Support Low Profile Ready Video Card,,,,,80 Stream Processors,,,900273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,ATI,Radeon HD 4350,512,HIS H435F512HA Radeon HD 4350 512MB 64-Bit DDR3 AGP 4X/8X HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,H435F512HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4350,512,VisionTek 900270 Radeon HD 4350 512MB 64-Bit DDR2 PCI Express 2.0 x16 Low Profile Ready Video Card,,,40,,40 Stream Processors,DirectX 10.1,1 x HDMI,900270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4550,512,VisionTek 900274 Radeon HD 4550 512MB 64-Bit DDR3 PCI Express 2.0 x16 Low Profile Ready Video Card,,,,,80 Stream Processors,,,900274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4650,1024,VisionTek 900252 Radeon HD 4650 1GB 128-Bit DDR2 PCI Express 2.0 x16 HDCP Ready CrossFireX Support Video Card,,,,5000MHz,320 Stream Processors,,,900252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4650,1024,VisionTek 900276 Radeon HD 4650 1GB 128-Bit DDR2 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,,,,,320 Stream Processors,DirectX 10.1,,900276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4650,1024,VisionTek 900275 Radeon HD 4650 1GB 128-Bit DDR2 PCI Express 2.0 x16 Low Profile Ready Video Card,,,,,320 Stream Processors,,,900275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 4650,1024,Visiontek Radeon 4650 Graphic Card - 1 GB DDR2 SDRAM,,,,,,,,900264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 5450,512,VisionTek 900529 Radeon HD 5450 512MB DDR3 PCI Express 2.1 x16 HDCP Ready Video Card,,,,,80 Stream Processors,DirectX 11,,900529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 5450,512,VisionTek 900530 Radeon HD 5450 512MB DDR3 PCI Express 2.1 x16 HDCP Ready Video Card,,,,,80 Stream Processors,DirectX 11,,900530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,512,VisionTek 900344 Radeon HD 5450 512MB DDR3 PCI Express 2.0 x16 Low Profile Ready Video Card,,,,,80 Stream Processors,DirectX 11,,900344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,Radeon HD 5450,1024,New Sapphire ATI Radeon HD5450 HD 5450 1GB PCI-E Video Card 100292DDR3L Low Profile (SaveMart),,,1334 MHz,,80 Stream Processors,,,Y4073102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,2048,XFX HD545XCLH2 Radeon HD 5450 2GB 64-Bit DDR3 PCI Express 2.1 HDCP Ready Plug-in CardLow-profile Video Card,,,,5000MHz,80 Stream Processors,,,HD545XCLH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,1024,XFX TSK MULTIPLi X54 2-Monitor TK-DM59-ECD4 Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,1066MHz,80 Stream Processors,,,TK-DM59-ECD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,512,VisionTek 900327 Radeon HD 5450 512MB PCI Express 2.1 x16  DMS59 SFF Low Profile Ready Video Card,,,,4500MHz,80 Stream Processors,,,900327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,ATI,Radeon HD 5450,1024,HIS H545H1GD1 Radeon HD 5450 Silence 1GB 64-bit DDR3 PCI Express x1 Low Profile Video Card with Eyefinity,,,,4500MHz,80 Stream Processors,,,H545H1GD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,Radeon HD 5450,1024,Hot  New Sapphire AMD Radeon HD5450 1GB GDDR3 VGA/DVI/HDMI 64bit PCI-E Graphic Video Card,,,,1000MHz,80 Stream Processors,,,0082Ae70652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,ATI,Radeon HD 5450,512,XFX HD-545X-YQH2 Radeon HD 5450 512MB 32-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,5500MHz,80 Stream Processors,,,HD-545X-YQH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,ATI,Radeon HD 5450,512,HIS H545H512P Radeon HD 5450 Silence 512MB 64-bit DDR3 PCI HDCP Ready Low Profile Video Card,,,,5200 MHz,80 Stream Processors,,,H545H512P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,Radeon HD 5450,1024,Hot  New Sapphire AMD Radeon HD5450 1GB GDDR3 VGA/DVI/HDMI 64bit PCI-E Graphic Video Card,,,,800MHz,80 Stream Processors,,,0082Ae70646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,ATI,Radeon HD 5450,1024,XFX HD-545X-ZQH2 Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,4500MHz,80 Stream Processors,,,HD-545X-ZQH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI,ATI,Radeon HD 5450,1024,MSI R5450-MD1GD3H/LP Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Video Card,,,,4500MHz,80 Stream Processors,,,R5450-MD1GD3H/LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,1024,VisionTek 900315 Radeon HD 5450 (Cedar) 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,1350MHz (5.4Gbps),80 Stream Processors,,,900315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,2048,XFX One ON-XFX1-DLX2 Radeon HD 5450 2GB 64-Bit DDR3 PCI-Express Low Profile Ready Video Card,,,,1066MHz,80 Stream Processors,,,ON-XFX1-DLX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,Radeon HD 5450,1024,New PowerColor Video Graphics Card AMD Radeon HD 5450 1 GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express 1GB(SaveMart),,,,6.4GHz,80 Stream Processors,,,JMIPS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,ATI,Radeon HD 5450,2048,New PowerColor Video Graphics Card ATI Radeon HD5450 2 GB DDR3 VGA/DVI/HDMI PCI-Express 2GB(SaveMart),,,,4500 MHz,80 Stream Processors,,,JMIPS04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,2048,New XFX Video Graphics Card AMD Radeon HD 5450 2 GB GDDR3 VGA/DVI/HDMI Low Profile PCI-Express 2GB(SaveMart),,,,5600MHz,80 Stream Processors,,,JMIPS07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Multimedia,ATI,Radeon HD 5450,1024,DIAMOND 5450PE31G Radeon HD 5450 1GB GDDR3 PCI Express 2.1 x16 HDCP Ready Video Card,,,,5500MHz,80 Stream Processors,,,5450PE31G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL,ATI,Radeon HD 5450,1024,Dell ATI Radeon HD5450 1GB DDR3 DVI / HDMI / VGA KP8GM,,,,800 MHz,,,,KP8GM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,1024,New XFX AMD Radeon HD 5450 1GB GDDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card(SaveMart),,,,,,DirectX 11,,JTITS02,,,,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,ATI,Radeon HD 5450,2048,New PowerColor Radeon HD5450 2GB GDDR3 PCIE Video Card VGA/DVI/HDMI(SaveMart),,,,,,DirectX 11,,JTIWS04,,,,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,1024,New XFX AMD Radeon HD 5450 1GB GDDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card(SaveMart),,,,,,DirectX 11,,JTISS03,,,,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
ASUS,ATI,Radeon HD 5450,512,ASUS EAH5450 SL/512MD3/MG Radeon HD 5450 512MB 32-Bit DDR3 PCI Express 2.1 Plug-in Card Graphic Card 650 MHz Core,,,,,,DirectX 11,1 x HDMI,EAH5450 SL/512MD3/MG,1 x D-SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,ATI,Radeon HD 5450,1024,Sapphire Radeon HD 5450 100292DDR3L Video Card - 1GB DDR3 PCI-Express 2.0 (x16),,,,,,DirectX 11,,7072301238,,,,,,,2560 x 1600,,Yes,,,,,,,,,,,,,,,,,,,,,
Jaton Corporation,ATI,Radeon HD 5450,512,JATON Video-339PCI-HLX Radeon HD 5450 512MB 64-Bit DDR3 PCI HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,DirectX 11,,Video-339PCI-HLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,ATI,Radeon HD 5450,1024,SAPPHIRE Radeon HD 5450 1GB 64-bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card ( 100292DDR3L),,,,,80 Stream Processors,,,100292DDR3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,Radeon HD 5450,1024,PowerColor Go! Green AX5450 1GBK3-SH Radeon HD 5450 (Cedar) 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready CrossFireX Support Low Profile Ready Video Card,,,,,80 Stream Processors,,,AX5450 1GBK3-SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,ATI,Radeon HD 5450,1024,XFX One ON-XFX1-PLS2 Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,ON-XFX1-PLS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,ATI,Radeon HD 5450,512,ASUS EAH5450 SL/DI/512MD3/MG(LP) Radeon HD 5450 512MB 32-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,EAH5450 SL/DI/512MD3/MG(LP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,ATI,Radeon HD 5450,1024,ASUS EAH5450 SILENT/DI/1GD3(LP) Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,EAH5450 SILENT/DI/1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,ATI,Radeon HD 5450,512,XFX One ON-XFX1-STD2 Radeon HD 5450 512MB 32-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,ON-XFX1-STD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,1024,VisionTek 900320 Radeon HD 5450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,80 Stream Processors,,,900320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,ATI,Radeon HD 5450,1024,Sapphire ATI Radeon HD5450 HD 5450 1GB PCI-E Video Card 100292DDR3L Low Profile,,,,,80 Stream Processors,,,7072301238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 5450,1024,New XFX Video Graphics Card AMD Radeon HD 5450 1 GB GDDR3 VGA/DVI/HDMI Low Profile PCI-Express 1GB(SaveMart),,,1066,1066 MHz,,DirectX 11,,JMIPS05,,,OpenGL 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,1024,VisionTek 900358 Radeon HD 5450 1GB DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,,,80,,80 Stream Processors,DirectX 11,,900358,,,OpenGL 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD 5450,2048,VisionTek 900356 Radeon HD 5450 2GB DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,,,80,,80 Stream Processors,DirectX 11,,900356,,,OpenGL 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,ATI,Radeon HD 5450,1024,ASUS EAH5450 SILENT/DI/1GD3(LP) Radeon HD 5450 1GB DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,80,,80 Stream Processors,DirectX 11,,EAH5450 SILENT/DI/1GD3(LP),,,OpenGL 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,,Radeon HD 5450,512,Xfx Amd Radeon Hd 5450 512Mb Gddr3 Vga/Dvi/Hdmi Low Profile Pci-Express Video Card,,,27; 2; 6,,,,,27N-0002-00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,,Radeon HD 5450,1024,Amd Radeon Hd 5450 1Gb Gddr3 Vga/Dvi/Hdmi Low Profile Pci-Express Video Card,,,27; 2; 4,,,,,27N-0002-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,,Radeon HD 5450,1024,Hot  New Sapphire AMD Radeon HD5450 1GB GDDR3 VGA/DVI/HDMI 64bit PCI-E Graphic Video Card,,,9,,,,,9SIA4UB2T54308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,,Radeon HD 5450,512,Radeon Hd5450 Sl Di 512md3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 6350,1024,VisionTek 900479 Radeon HD 6350 1GB DDR3 PCI Express 2.1 x16 HDCP Ready Video Card,,,,,,DirectX 11,1 x HDMI,900479,,,OpenGL 3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 6350,1024,VisionTek 900456 Radeon HD 6350 1GB DDR3 PCI Express 2.1 x16 Video Card,,,,,,DirectX 11,,900456,,1 x Mini DisplayPort,OpenGL 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 6450,2048,New XFX Radeon HD 6450 Graphic Card 625MHz Core DDR3 SDRAM PCI Express 2.1 2GB Low-profile(SaveMart),,,,1066 MHz,,DirectX 11,,J122701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI,AMD,Radeon HD 6450,1024,MSI R6450-MD1GD3/LP Radeon HD 6450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,4500 MHz,160 Stream Processors,,,R6450-MD1GD3/LP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,NVIDIA,Radeon HD 6450,1024,DIAMOND 6450PE31GSB AMD Radeon HD 6450 1GB GDDR3 SDRAM PCI Express x16 Video Card,,,,,,,,6450PE31GSB,,,,,,,4096; 2160,With Fan,,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,Radeon HD 6450,1024,SAPPHIRE Radeon HD 6450 1GB 64-bit DDR3 PCI Express 2.1 x16 HDCP Ready  Video Card    ( 100322L),,,,,,DirectX 11,,100322L,,,,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 6450,1024,New XFX AMD Radeon HD6450 1GB DDR3 PCIE Video Card HDMI/DVI/VGA Lowp Pofile(SaveMart),,,,,,DirectX 11,,JTIYS02,,,,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,Radeon HD 6450,1024,PowerColor  Go! Green  AE6450 1GBK3-NHE  Radeon HD 6450  1GB  64-Bit  DDR3  PCI Express x1  CrossFireX Support Low Profile  Video Card,,,,,,DirectX 11,,AE6450 1GBK3-NHE,,,,,,1.5 Slot Heatsink,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,AMD,Radeon HD 6450,1024,ASUS EAH6450 Silent/DI/1GD3(LP) Radeon HD 6450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,,DirectX 11,,EAH6450 Silent/DI/1GD3(LP),,,,,,,D-Sub Max Resolution: 2048x1536 DVI Max Resolution: 2560x1600,,Yes,,,,,,,,,,,,,,,,,,,,,
Sapphire Tech,AMD,Radeon HD 6450,1024,SAPPHIRE FleX 100322FLEX Radeon HD 6450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,160 Stream Processors,,,100322FLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 6450,1024,XFX HD-645X-ZQH2 Radeon HD 6450 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,160 Stream Processors,,,HD-645X-ZQH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,AMD,Radeon HD 6450,2048,ASUS HD6450-SL-2GD3-L Radeon HD 6450 2GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,,,160 Stream Processors,,,HD6450-SL-2GD3-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Multimedia,,Radeon HD 6450,1024,DIAMOND 6450PE31GSB AMD Radeon HD 6450 1GB GDDR3 SDRAM PCI Express x16 Video Card,,,,,,,,6450PE31GSB,,,,,,Single Slot,2560; 1600; 2048; 1536,Fanless,Yes,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 6450,1024,VisionTek 900371 Radeon HD 6450 1GB DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,,,160,,160 Stream Processors,DirectX 11,,900371,,,OpenGL 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,,Radeon HD 6450,1024,Asus KD8111M Asus ATI Radeon HD6450 Silence 1 GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card - EAH6450 SILENT/DI/1GD3(LP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett-Packard,AMD,Radeon HD 7450,1024,HP Radeon HD 7450 Graphic Card - 1 GB DDR3 SDRAM - PCI Express 2.0 x16 - Low-profile,,,1,,,,,B1R44AA,,1 x DisplayPort,,1 x DVI,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,2048,VisionTek 900686 Radeon HD 7750 2GB 128-Bit DDR3 PCI Express 3.0 x16 CrossFireX Support Multi-Monitor 4K UHD Video Card,,,,800MHz x2 (1600MHz Effective),,DirectX 11,,900686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,2048,VisionTek 900690 Radeon HD 7750 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Multi-Monitor 4K UHD Video Card,,,,1125MHz x4 (4.5Gb/s),,DirectX 11,,900690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Multimedia,AMD,Radeon HD 7750,1024,DIAMOND Radeon HD 7750 Graphic Card - 800 MHz Core - 1 GB GDDR5 SDRAM - PCI Express 3.0 x16 - Low-profile,,,,1066MHz,512 Stream Processors,,,BV750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,AMD,Radeon HD 7750,1024,New XFX AMD Radeon HD 7750 VGA/DVI/HDMI PCI-E Video Card NEW FX-775A-ZNJ4 1GB GDDR5 (SaveMart),,,,1350MHz (5.4Gbps),512 Stream Processors,,,JMOEH04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,Radeon HD 7750,1024,HIS iCooler H775FN1G Radeon HD 7750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,,,800MHz,512 Stream Processors,,,H775FN1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,2048,VisionTek 900687 Radeon HD 7750 2GB 128-Bit DDR3 PCI Express 3.0 x16 CrossFireX Support Multi-Monitor 4K UHD Video Card,,,,,,DirectX 11,,900687,,,,,,Single Slot,10240 x 1440 Resolution Active 4 x WQHD Dual link DVIs @ per display output 2560 x 1440 resolution 5120 x 2880 resolution (4x 2560 x 1440 WQHD Dual link DVI monitors),,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,1024,New VisionTek 900574 AMD Radeon HD 7750 1GB DDR3 CrossFire Ready PCI Express 3.0 x16 HDMI DisplayPort Video Card Low-profile(SaveMart),,,,,,DirectX 11,,900574,,,,,,,2560 x 1600,,Yes,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,1024,VisionTek 900574 Radeon HD 7750 1GB PCI Express 3.0 x16 CrossFireX Support Low Profile Ready Video Card,,,,,512 Stream Processors,DirectX 11,,900574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,1024,VisionTek 900669 Radeon HD 7750 1GB 128-Bit DDR3 PCI Express 3.0 Video Card,,,1,,,,900669,N82E16814129296,,1 x Mini DisplayPort,,4 x DVI-D,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,2048,VisionTek 900614 Radeon HD 7750 2GB GDDR5 PCIe 6x mini DP Video Card (Eyefinity 6),,,6,,,,900614,N82E16814129274,,6 x Mini DisplayPort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7750,1024,VisionTek 900549 Radeon HD 7750 1GB GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,,512,,512 Stream Processors,DirectX 11,,900549,,,OpenGL 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,AMD,Radeon HD 7770,1024,Open Box: ASUS HD7770-DC-1GD5-V2 Radeon HD 7770 GHz Edition 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,,,,1333MHz,640 Stream Processors,,,HD7770-DC-1GD5-V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFX,,Radeon HD 7770,1024,XFX Radeon HD 7770 Core 1GB DDR5 PCI Express PCIe 4K Monitor Support Video Card,,,9,,,,,9SIA10V2ME8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,Radeon HD 7850,2048,New PowerColor Video Card AMD Radeon HD7850 2 GB GDDR5 6Mini DisplayPorts PCI-Express 2GB(SaveMart),,,,800MHz,1024 Stream Processors,,,JPILH01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,Radeon HD 7850,1024,HIS IceQ X H785QN1G2M Radeon HD 7850 1GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,,,,1150MHz (4.6Gbps),1024 Stream Processors,,,H785QN1G2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY Technologies Inc.,NVIDIA,Radeon HD 7850,1024,PNY VCGGT7301D5LXPB GeForce GT 730 1GB 64-Bit GDDR5 PCI Express 2.0 Low Profile Ready Video Card,,384,,1.8 Gbps,,,,VCGGT7301D5LXPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerColor,AMD,Radeon HD 7850,2048,PowerColor AX7850 2GBD5-6DE Radeon HD 7850 2GB 256-Bit GDDR5 PCI Express 3.0 Eyefinity 6 Edition Video Card Support 6 Monitors,,,,,,DirectX 11.2,,AX7850 2GBD5-6DE,,,,,,Dual Slot,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7850,2048,VisionTek 900505 Radeon HD 7850 2GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,,,1024,,1024 Stream Processors,DirectX 11,,900505,,,OpenGL 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hightech Information System Ltd.,AMD,Radeon HD 7870,2048,HIS H787F2G2M Radeon HD 7870 GHz Edition 2GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,,,,1066MHz,1280 Stream Processors,,,H787F2G2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,AMD,Radeon HD 7870,2048,VisionTek 900548 Radeon HD 7870 GHz Edition 2GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Eyefinity 6 Video Card,,,1280,,1280 Stream Processors,DirectX 11,,900548,,,OpenGL 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett-Packard,AMD,Radeon HD 8350,1024,HP Radeon HD 8350 Graphic Card - 1 GB - PCI Express 3.0 x16 - Low-profile,,,,,,,,E1C63AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett-Packard,AMD,Radeon HD 8350,1024,HP Radeon HD 8350 Graphic Card - 1 GB DDR3 SDRAM - PCI Express 3.0 x16 - Low-profile,,,,,,,,E1C63AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett-Packard,AMD,Radeon HD 8490,1024,HP Radeon HD 8490 Graphic Card - 1 GB DDR3 SDRAM - PCI Express 3.0 x16 - Half-height,,,,,,DirectX 11.1,,E1C64AT,,,OpenGL 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hewlett-Packard,AMD,Radeon HD 8490,1024,HP Radeon HD 8490 Graphic Card - 1 GB DDR3 SDRAM - PCI Express 3.0 x16,,,,,,,,E1C64AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisionTek,ATI,Radeon HD3450,512,New Visiontek 900302 ATI Radeon HD3450 512MB PCI Video Card DVI/VGA(SaveMart),,,,,,DirectX 10.1,,JTIYS05,,,OpenGL,,,,2560 x 1600,,,,,,,,,,,,,,,,,,,,,,,
