Brand,Chipset Manufacturer:,Model,VRAM,Description,Boost Clock,Cuda Cores,Shader Clock,Effective Memory Clock,Stream Processors,Direct X,HDMI,Model Number,D-Sub,Display Port,OpenGl,Dvi:,PixelPipelines,Slot Width,Max Resolution:,Cooler,Low Profile,release_date,code_name,manufacturer_tech,bus_interface,vram,core_frequency,vram_frequency,shader_frequency,core_config,purpose,open_gl,thermal_design_power,m_operations_s,g_pixels_s,m_texals_s,m_vertices_,v_ram_bandwidth,v_ram_bus_type,v_ram_bus_width,directx,
ZOTAC,NVIDIA,GT 730,2048,ZOTAC  ZT-71113-20L  GeForce GT 730  2GB  64-Bit  DDR3  PCI Express 2.0 x16 (x8 lanes)  Video Card,,384,,5000MHz,,,,ZT-71113-20L,,,,,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ZOTAC,NVIDIA,GT 730,2048,New ZOTAC NVIDIA GeForce GT 730 2GB GDDR5 VGA/DVI/HDMI Low Profile pci-e Video,,384,,5000MHz,,,,N82S16017538364,,,,,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ASUS,NVIDIA,GT 730,2048,ASUS GT730-2GD3-CSM GeForce GT 730 2GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Video Card,,,,,,DirectX 11,,GT730-2GD3-CSM,,,,,,,2560 x 1600 (DL-DVI),,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ZOTAC,NVIDIA,GT 730,2048,New Zotac NVIDIA GeForce GT 730 Graphic Card - 2 GB DDR3 SDRAM - PCI Express(SaveMart),,,,,,DirectX 12,,ZT-71103-10L,,,,,,,2560 x 1600,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ZOTAC,NVIDIA,GT 730,4096,New ZOTAC NVIDIA GeForce GT 730 4GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express Video Card(SaveMart),,,,,,DirectX 12,,JTISS05,,,,,,,2560 x 1600,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ZOTAC,NVIDIA,GT 730,4096,ZOTAC  ZT-71115-20L  GeForce GT 730  4GB  64-Bit  DDR3  PCI Express 2.0 x16 (x8 lanes)  Video Card,,,,,,DirectX 12 (feature level 11_0),,ZT-71115-20L,,,,,,,2560 x 1600 (120 Hz) (DL-DVI) 4K (30 Hz) (HDMI),,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
ZOTAC,NVIDIA,GT 730,2048,ZOTAC NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI Low Profile pci-e Video,,,,,,DirectX 12,,N82S1601753025,,,,,,,2560 x 1600,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
Jaton Corporation,NVIDIA,GT 730,2048,JATON Video-PX758-DLP-EX GeForce GT 730 2GB 128-Bit DDR3 PCI Express x16 Low Profile Ready Video Card,,,,,,DirectX 11,1 x HDMI,Video-PX758-DLP-EX,,,,1 x Dual DVI,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
Jaton Corporation,NVIDIA,GT 730,1024,JATON Video-PX730GT-LX GeForce GT 730 1GB 128-Bit DDR3 PCI Express 2.0 x16 Video Card,,,,,,DirectX 11,1 x Mini HDMI,Video-PX730GT-LX,,,,2 x DVI,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,2048,Asus NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11,,9SIA30R2NZ4772,,,,,,,,Fanless,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,2048,NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11.1,,NV808033,,,,,,,2560 x 1600,With Fan,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,1024,GIGABYTE NVIDIA GeForce GT 730 1GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11.2,,NV808070,,,,,,,4096 x 2160 (DisplayPort),With Fan,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,2048,NVIDIA GeForce GT 730 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11.2,,NV808037,,,,,,,4096 x 2160 (DisplayPort),With Fan,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,1024,NVIDIA GeForce GT 730 1GB GDDR5 VGA/DVI/HDMI Low Profile pci-e Video,,,,,,DirectX 12,,NV808064,,,,,,,4096 x 2160 (DisplayPort),With Fan,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,2048,NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI Low Profile pci-e Video,,,,,,DirectX 12,,NV808054,,,,,,,2560 x 1600,Fanless,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,2048,NVIDIA GeForce GT 730 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808062,,,,,,,2560 x 1600,With Fan,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,1024,NVIDIA GeForce GT 730 1GB DDR3 VGA/DVI/HDMI Low Profile pci-e Video,,,,,,DirectX 12,,NV808058,,,,,,,2560 x 1600,Fanless,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,4096,INNO3D NVIDIA Geforce GT 730 4GB PCI Express 2.0 x16 Video Graphics Card HMDI,,,,,,,,NV344361,,,,,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
NVIDIA,NVIDIA,GT 730,4096,INNO3D NVIDIA Geforce GT 730 4GB 128bit Ram PCI Express x16 Video Graphics Card,,,,,,,,GT730,,,,,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
GIGABYTE,NVIDIA,GT 730,2048,Gigabyte Ultra Durable 2 GV-N730D3-2GI GeForce GT 730 Graphic Card - 902 MHz Core - 2 GB DDR3 SDRAM - PCI Express 2.0 x8,,,1800,1800 MHz,,DirectX 11.2 OpenGL 4.4,,GV-N730D3-2GI,,,OpenGL 4.4,,,,,,,6/1/14,GK208,28,PCIe 2.0 x16,1024,902,1250,,,desktop,4.5,38,,7.22,28.8,,40,GDDR5,64,11,
MSI,NVIDIA,GT 740,2048,MSI N740-2GD3 GeForce GT 740 Graphic Card - 1006 MHz Core - 2 GB DDR3 SDRAM - PCI Express 3.0 x16,,,,1782 MHz,,DirectX 12 OpenGL 4.4,,N740-2GD3,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
MSI,NVIDIA,GT 740,2048,MSI N740-2GD5 GeForce GT 740 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,,,800MHz,384 Stream Processors,,,N740-2GD5,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
PNY Technologies Inc.,NVIDIA,GT 740,1024,PNY VCGGT7401D3LXPB GeForce GT 740 1GB 128-Bit DDR3 PCI Express 3.0 Video Card,,384,,1400MHz,,,,VCGGT7401D3LXPB,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,4096,EVGA 04G-P4-2744-KR GeForce GT 740 Superclocked 4GB 128-Bit DDR3 PCI Express 3.0 Video Card,,384,,1600MHz,,,,04G-P4-2744-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,2048,New ZOTAC Video Graphics Card NVIDIA GeForce GT 740 2 GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express 2GB(SaveMart),,384,,1800MHz,,,,JMITW11,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,1024,EVGA 01G-P4-3742-KR GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 Video Card,,384,,1782 MHz,,,,01G-P4-3742-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ASUS,NVIDIA,GT 740,1024,ASUS GT740-OC-1GD5 GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,384,,800MHz,,,,GT740-OC-1GD5,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ASUS,NVIDIA,GT 740,2048,ASUS GT740-2GD3-CSM GeForce GT 740 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Video Card,,384,,1600MHz,,,,GT740-2GD3-CSM,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
PNY Technologies Inc.,NVIDIA,GT 740,1024,New PNY NVIDIA GeForce GT 740 1GB DDR3 VGA/DVI/HDMI PCI-Express Video Card (SaveMart),,384,,1000MHz,,,,JMOZ4H01,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,2048,EVGA 02G-P4-3744-KR GeForce GT 740 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,,384,,1800MHz,,,,02G-P4-3744-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,2048,EVGA 02G-P4-2742-KR GeForce GT 740 Superclocked 2GB 128-Bit DDR3 PCI Express 3.0 Video Card,,384,,1000MHz,,,,02G-P4-2742-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,1024,EVGA 01G-P4-3743-KR GeForce GT 740 Superclocked 1GB 128-Bit GDDR5 PCI Express 3.0 Video Card,,384,,1334MHz,,,,01G-P4-3743-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,2048,EVGA 02G-P4-2743-KR GeForce GT 740 Superclocked 2GB 128-Bit DDR3 PCI Express 3.0 Video Card,,384,,1400MHz,,,,02G-P4-2743-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,2048,New ZOTAC Video Graphics Card NVIDIA GeForce GT 740 2 GB DDR3 VGA/DVI/HDMI PCI-Express 2GB(SaveMart),,384,,5000MHz,,,,JMITW06,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,4096,EVGA 04G-P4-3748-KR GeForce GT 740 Superclocked 4GB 128-Bit GDDR5 PCI Express 3.0 Video Card,,384,,1600MHz,,,,04G-P4-3748-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
GIGABYTE,NVIDIA,GT 740,2048,GIGABYTE  GV-N740D5OC-2GI REV2  GeForce GT 740  2GB  128-Bit  GDDR5  PCI Express 3.0 x16  HDCP Ready ATX  Video Card,,384,,1600MHz,,,,GV-N740D5OC-2GI REV2,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,1024,ZOTAC ZT-71002-10L GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,,384,,5000MHz,,,,ZT-71002-10L,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
MSI,NVIDIA,GT 740,1024,MSI N740-1GD5 GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,384,,1782MHz,,,,N740-1GD5,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,1024,New ZOTAC Video Graphics Card NVIDIA GeForce GT 740 1 GB GDDR5 VGA/DVI/HDMI Low Profile PCI-Express 1GB(SaveMart),,384,,5000MHz,,,,JMITW09,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,2048,New ZOTAC NVIDIA GeForce GT 740 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card (SaveMart),,384,,1600MHz,,,,JCHBH02,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
GIGABYTE,NVIDIA,GT 740,1024,GIGABYTE GV-N740D5OC-1GI GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,384,,1800MHz,,,,GV-N740D5OC-1GI,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,NVIDIA,GT 740,2048,EVGA  02G-P4-3740-KR  GeForce GT 740  2GB  128-Bit  GDDR5  PCI Express 3.0  Low Profile  Video Card,,384,,5000MHz,,,,02G-P4-3740-KR,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,2048,ZOTAC ZT-71001-10L GeForce GT 740 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,,384,,5000MHz,,,,ZT-71001-10L,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,4096,MSI NVIDIA GeForce GT 740 4GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,1080MHz,,,,,,,NV808029,,,,,,,4096; 2160,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
MSI,NVIDIA,GT 740,4096,MSI N740-4GD3 GeForce GT 740 4GB 128-Bit DDR3 PCI Express 3.0 x16 HDCP Ready ATX Video Card,,,,,,DirectX 12,,N740-4GD3,,,,,,,4096 x 2160,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,1024,New Zotac GeForce GT 740 1GB GDDR5 VGA/DVI/HDMI LP PCI-E Video Card(SaveMart),,,,,,DirectX 12,,ZT-71003-10L,,,,,,,2560 x 1600,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,1024,New ZOTAC NVIDIA GeForce GT 740 1GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card(SaveMart),,,,,,DirectX 12,,JTIPS01,,,,,,,2560 x 1600,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,1024,NVIDIA GeForce GT 740 OC 1GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11,,9SIA30R2NZ4775,,,,,,,,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,MSI NVIDIA GeForce GT 740 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 11,,NV808041,,,,,,,4096 x 2160 (DisplayPort),With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,EVGA NVIDIA GeForce GT 740 FTW 2GB GDDR5 2DVI/Mini HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808049,,,,,,,4096 x 2160,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,NVIDIA GeForce GT 740 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808052,,,,,,,4096 x 2160 (DisplayPort),With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,EVGA NVIDIA GeForce GT 740 Superclocked 2GB GDDR5 2DVI/Mini HDMI pci-e Video,,,,,,DirectX 12,,NV808038,,,,,,,4096 x 2160 (DisplayPort),With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,NVIDIA GeForce GT 740 2GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808053,,,,,,,2560 x 1600,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,NVIDIA GeForce GT 740 OC 2GB GDDR5 VGA/2DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808025,,,,,,,4096 x 2160 (DisplayPort),With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,NVIDIA GeForce GT 740 2GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808046,,,,,,,2560 x 1600,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,1024,MSI NVIDIA GeForce GT 740 1GB GDDR5 VGA/DVI/HDMI PCI-Express Video Card,,,,,,DirectX 12,,NV808050,,,,,,,4096 x 2160,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,2048,NVIDIA GeForce GT 740 2GB DDR3 VGA/DVI/HDMI Low Profile pci-e Video,,,,,,DirectX 12,,NV808055,,,,,,,2560 x 1600,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,2048,ZOTAC ZT-71006-10L GeForce GT 740 2GB 128-Bit DDR3 PCI Express 3.0 x16 Low Profile Ready Video Card,,384,,,,,,ZT-71006-10L,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
ZOTAC,NVIDIA,GT 740,1024,ZOTAC ZT-71003-10L GeForce GT 740 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Low Profile Ready Video Card,,384,,,,,,ZT-71003-10L,,,,,,,,,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
NVIDIA,NVIDIA,GT 740,4096,MSI NVIDIA GeForce GT 740 4GB DDR3 VGA/DVI/HDMI PCI-Express Video Card,,,,,,,,NV808029,,,,,,,4096; 2160,With Fan,,5/1/14,GK107-425-A2,28,PCIe 3.0 x16,1024,993,1252,,,desktop,4.5,64,,15.9,31.8,,80.1,GDDR5,128,11,
EVGA,,GT 740,2048,EVGA 02G-P4-3747-KR GeForce GT 740 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,,384,384,5000MHz,,,1 x mini HDMI,02G-P4-3747-KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS,NVIDIA,GTX 650,2048,HOT New Asus Video Card NVIDIA GeForce GTX 650 2GB GDDR5 VGA/DVI/HDMI PCI-Express,,,,5000MHz,,DirectX 11.1,,0082e70A677,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
ASUS,NVIDIA,GTX 650,2048,ASUS GTX650-E-2GD5 GeForce GTX 650 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,384,,1800MHz,,,,GTX650-E-2GD5,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
PNY Technologies Inc.,NVIDIA,GTX 650,2048,PNY VCGGTX650XPB GeForce GTX 650 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,,384,,1782MHz,,,,VCGGTX650XPB,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
ZOTAC,NVIDIA,GTX 650,1024,New ZOTAC Video Card NVIDIA GeForce GTX 650 Synergy Edition 1GB GDDR5 VGA-DVI-HDMI PCI-Express (SaveMart),,384,,7010 MHz,,,,JCHCH02,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
PNY Technologies Inc.,NVIDIA,GTX 650,1024,PNY VCGGTX6501XPB GeForce GTX 650 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,384,,1782MHz,,,,VCGGTX6501XPB,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
ASUS,NVIDIA,GTX 650,1024,ASUS GTX650-E-1GD5 GeForce GTX 650 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,384,,5000MHz,,,,GTX650-E-1GD5,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
ZOTAC,NVIDIA,GTX 650,2048,ZOTAC NVIDIA GeForce GTX 650 Synergy Edition 2GB GDDR5 VGA/DVI/HDMI pci-e,,384,,1782MHz,,,,N82S16017538360,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
EVGA,NVIDIA,GTX 650,2048,EVGA 02G-P4-2651-KR GeForce GTX 650 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,384,,5000MHz,,,,02G-P4-2651-KR,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
ZOTAC,NVIDIA,GTX 650,2048,HOT New ZOTAC NVIDIA GeForce GTX 650 Synergy Edition VGA-DVI-HDMI pci-e 2GB GDDR5,,384,,5010MHz,,,,0082e70A649,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
EVGA,NVIDIA,GTX 650,1024,EVGA 01G-P4-2650-KR GeForce GTX 650 1GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,384,,5000MHz,,,,01G-P4-2650-KR,,,,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
PNY Technologies Inc.,NVIDIA,GTX 650,1024,New PNY Video Card NVIDIA GeForce GTX 650 1GB GDDR5 2DVI/Mini-HDMI PCI-Express (SaveMart),,,,,,DirectX 11,1 x mini HDMI,JMOKH01,,,OpenGL 4.2,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
PNY Technologies Inc.,NVIDIA,GTX 650,1024,New PNY Video Card NVIDIA GeForce GTX 650 1GB GDDR5 2DVI/Mini-HDMI PCI-Express,,,,,,DirectX 11,1 x mini HDMI,N82S16017538378,,,OpenGL 4.2,,,,,,,9/1/12,GK107-450-A2,28,PCIe 3.0 x16,1024,1058,1250,1058,,desktop,4.5,64,,,,,,,,11,
