manufacturer,description,wattag,Class,modular,plus_80,rail_12v,pcie_6+2_pin,pcie_6_pin,pcie_8_pin,main_connector,fans_120mm,fans_135mm,fans_80mm,fans_140mm,featurelist_contents
Raidmax,RAIDMAX HYBRID 2 RX-730SS 730W ATX12V V2.2/ EPS12V SLI Ready CrossFire Ready Modular Power Supply New Version with Build-in LED Fan On/Off Switch,730,,Modular,,2,2,,,20+4,,,,,Fans: 1 x 135mm Blue LED Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6+2-Pin; Model #: RX-730SS; Item #: N82E16817152036; Return Policy: Standard Return Policy
Raidmax,RAIDMAX RX-380K 380W ATX12V Power Supply,380,,,,1,0,0,0,20+4,,,1,,Fans: 1 x 80mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: RX-380K; Item #: N82E16817152019; Return Policy: Standard Return Policy
Rosewill,Rosewill RBR1000-M - BRONZE Series - 1000-Watt Active PFC Power Supply - Continuous @ 104 Deg. F (40C) 80 PLUS Bronze Semi-Modular Cable Design ATX 12V v2.3 / EPS 12V SLI & CrossFire Ready,1000,,,80 PLUS GOLD Certified,1,3,,,20+4,,,,,Fans: 135mm Blue LED Dual-ball-bearing; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 3 x 6-Pin 3 x 6+2-Pin; Model #: RBR1000-M; Item #: N82E16817182188; Return Policy: Standard Return Policy
Rosewill,Rosewill HIVE-750 - HIVE Series 750-Watt Active-PFC Power Supply - Continuous @ 104 Deg. F (40C) 80 PLUS Bronze Certified Modular Design Single +12V Rail ATX 12V v2.31 / EPS12V v2.92 SLI & Crossf,750,,Modular Design,80 PLUS Bronze Certified...,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: HIVE-750S; Item #: N82E16817182133; Return Policy: Standard Return Policy
Rosewill,850-Watt +12V Rail Modular 80 PLUS Bronze PSU with Aero-Diversion Fan SLI & Crossfire Ready - the Glacier Series from Rosewill,850,,Modular Design,80 PLUS Bronze Certified...,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: Glacier 850M; Item #: N82E16817182342; Return Policy: Standard Return Policy
Rosewill,1200-Watt +12V Rail Modular 80 PLUS Bronze PSU with Aero-Diversion Fan SLI & Crossfire Ready - the Glacier Series from Rosewill,1200,,Modular Design,80 PLUS Bronze Certified...,1,6,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: Glacier 1200M; Item #: N82E16817182344; Return Policy: Standard Return Policy
Rosewill,700-Watt +12V Rail Modular 80 PLUS Bronze PSU with Aero-Diversion Fan SLI & Crossfire Ready - the Glacier Series from Rosewill,700,,Modular Design,,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: Glacier 700M; Item #: N82E16817182341; Return Policy: Standard Return Policy
Rosewill,Rosewill SilentNight-500 - 500-Watt Fanless Active PFC Power Supply - Continuous @ 122 Degrees F (50C) 80 PLUS Platinum ATX 12V v2.31 & EPS 12V v2.92 Intel Haswell SLI & CrossFire Ready,500,,,,1,4,,,20+4,,,,,Fans: Fanless Power Supply; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SilentNight-500; Item #: N82E16817182169; Return Policy: Standard Return Policy
Rosewill,Rosewill Stallion Series RD500-2DB 500W ATX12V    Power Supply,500,,,,2,,2,,20+4,,,,,Fans: Dual 8cm Ball Bearing Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6-Pin; Model #: RD500-2DB; Item #: N82E16817182044; Return Policy: Standard Return Policy
Rosewill,Rosewill RD400-2-DB - 400-Watt ATX V2.2 Power Supply,400,,,,2,,1,,20+4,,,,,Fans: Dual 8cm Ball Bearing Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: RD400-2-DB; Item #: N82E16817182021; Return Policy: Standard Return Policy
Rosewill,HIVE Series +12V Rail 850-Watt 80 PLUS Bronze ATX 12V Active-PFC Modular PSU SLI & Crossfire Ready from Rosewill,850,,,,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: HIVE-850S; Item #: N82E16817182314; Return Policy: Standard Return Policy
Rosewill,Rosewill CAPSTONE-550 - 550-Watt Active PFC Power Supply - Continuous @ 122 Deg. F (50C) 80 PLUS Gold ATX 12V v2.31 & EPS12V v2.92 Intel Haswell SLI & CrossFire Ready,550,,,,1,2,,,20+4,,,,1,Fans: 1 x Silent 140mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: CAPSTONE-550; Item #: N82E16817182068; Return Policy: Standard Return Policy
Rosewill,Rosewill CAPSTONE-450 - 450-Watt Active PFC Power Supply - Continuous @ 122 Deg. F (50C) 80 PLUS Gold ATX12V v2.31 & EPS12V v2.92 Intel Haswell SLI & CrossFire-Ready,450,,,,1,2,,,20+4,,,,1,Fans: 1 x Silent 140mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: CAPSTONE-450; Item #: N82E16817182066; Return Policy: View Return Policy
Rosewill,Rosewill CAPSTONE-750 - 750-Watt Active PFC Power Supply - Continuous @ 122 Deg. F (50C) 80 PLUS Gold ATX 12V v2.31 & EPS12V v2.92 Intel Haswell SLI & CrossFire Ready,750,,,,1,4,,,20+4,,,,1,Fans: 1 x Silent 140mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: CAPSTONE-750; Item #: N82E16817182073; Return Policy: View Return Policy
Rosewill,750-Watt +12V Rail 80 PLUS Gold Fully Modular Active-PFC ATX 12V PSU SLI & Crossfire-Ready - PHOTON Series from Rosewill,750,,,,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: PHOTON-750; Item #: N82E16817182323; Return Policy: Standard Return Policy
Rosewill,850-Watt +12V Rail 80 PLUS Gold Fully Modular Active-PFC ATX 12V PSU SLI & Crossfire-Ready - PHOTON Series from Rosewill,850,,,,1,6,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: PHOTON-850; Item #: N82E16817182324; Return Policy: Standard Return Policy
Rosewill,1200-Watt +12V Rail 80 PLUS Gold Fully Modular Active-PFC PSU SLI & Crossfire Ready - PHOTON Series from Rosewill,1200,,,,1,8,,,20+4,,,,,Fans: 1 x 135mm 2-ball bearing Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: PHOTON-1200; Item #: N82E16817182320; Return Policy: Standard Return Policy
Rosewill,500-Watt Modular 80 PLUS Gold +12V Rail ATX 12V Active-PFC PSU - SLI & Crossfire Ready - VALENS Series from Rosewill,500,,,,1,2,,,20+4,1,,,,Fans: 1 x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: VALENS-500M; Item #: N82E16817182329; Return Policy: Standard Return Policy
Rosewill,700-Watt Modular 80 PLUS Gold +12V Rail ATX 12V Active-PFC PSU - SLI & Crossfire Ready - VALENS Series from Rosewill,700,,,,1,4,,,20+4,1,,,,Fans: 1 x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: VALENS-700M; Item #: N82E16817182333; Return Policy: Standard Return Policy
Rosewill,650-Watt +12V Rail 80 PLUS Gold Fully Modular Active-PFC ATX 12V PSU SLI & Crossfire-Ready - PHOTON Series from Rosewill,650,,,,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: PHOTON-650; Item #: N82E16817182322; Return Policy: Standard Return Policy
Rosewill,600-Watt Modular 80 PLUS Gold +12V Rail ATX 12V Active-PFC PSU - SLI & Crossfire Ready - VALENS Series from Rosewill,600,,,,1,2,,,20+4,1,,,,Fans: 1 x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: VALENS-600M; Item #: N82E16817182331; Return Policy: Standard Return Policy
Rosewill,1050-Watt +12V Rail 80 PLUS Gold Fully Modular Active-PFC ATX 12V PSU SLI & Crossfire-Ready - PHOTON Series from Rosewill,1050,,,,1,8,,,20+4,,,,,Fans: 1 x 135mm 2-ball bearing Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: PHOTON-1050; Item #: N82E16817182325; Return Policy: Standard Return Policy
Rosewill,500-Watt 80 PLUS Gold +12V Rail ATX 12V Active-PFC PSU - SLI & Crossfire Ready - VALENS Series from Rosewill,500,,,,1,2,,,20+4,1,,,,Fans: 1 x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: VALENS-500; Item #: N82E16817182328; Return Policy: Standard Return Policy
Rosewill,700-Watt 80 PLUS Gold +12V Rail ATX 12V Active-PFC PSU - SLI & Crossfire Ready - VALENS Series from Rosewill,700,,,,1,4,,,20+4,1,,,,Fans: 1 x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: VALENS-700; Item #: N82E16817182332; Return Policy: Standard Return Policy
Rosewill,800-Watt Modular Active PFC 80 PLUS Gold ATX 12V Power Supply LIGHTNING - Intel Haswell SLI & CrossFire Ready from Rosewill,800,,,,1,6,,,20+4,,,,1,Fans: 1 x Silent 140mm LED Fan (Blue Red None); Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: LIGHTNING-800; Item #: N82E16817182238; Return Policy: Standard Return Policy
Rosewill,650-Watt Active PFC Modular 80 PLUS Bronze ATX 12V PSU SLI & CrossFire-Ready - ARC M650 from Rosewill,650,,,,1,2,,,20+4,1,,,,Fans: 1x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: ARC M650; Item #: N82E16817182300; Return Policy: Standard Return Policy
Rosewill,750-Watt Active PFC 80 PLUS Bronze Single +12V Rail SLI & CrossFire Ready ATX12V PSU from Rosewill,750,,,,1,4,,,20+4,1,,,,Fans: 1x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: ARC 750; Item #: N82E16817182294; Return Policy: Standard Return Policy
Rosewill,Rosewill ARC 450 - 450W Active PFC 80 PLUS Bronze Single +12V Rail SLI ATX12V PSU from Rosewill,450,,,,1,1,,,20+4,1,,,,Fans: 1x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6+2-Pin; Model #: ARC 450; Item #: N82E16817182295; Return Policy: Standard Return Policy
Rosewill,550-Watt Active PFC Single +12V Rail ATX 12V 80 PLUS Bronze Certified Modular PSU from Rosewill,550,,,,1,2,,,20+4,1,,,,Fans: 1x Silent 120mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: ARC M550; Item #: N82E16817182298; Return Policy: Standard Return Policy
Rosewill,Rosewill RG630-S12 ‰ÛÒ Green Series 630-Watt Active PFC Power Supply Unit ‰ÛÒ Continuous @ 104 Deg. F (40C) 80 PLUS Bronze Certified Single 12V Rail Compatible with Core i7 i5,630,,,,1,2,,,20+4,1,,,,Fans: 1 x Silent 120mm Golf Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: RG630-S12; Item #: N82E16817182200; Return Policy: Standard Return Policy
Rosewill,Rosewill RG630-S12 ‰ÛÒ Green Series 630-Watt Active PFC Power Supply Unit ‰ÛÒ Continuous @ 104 Deg. F (40C) 80 PLUS Bronze Certified Single 12V Rail Compatible with Core i7 i5,630,,,,1,2,,,20+4,1,,,,Fans: 1 x Silent 120mm Golf Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: RG630-S12; Item #: N82E16817182200; Return Policy: Standard Return Policy
Rosewill,Rosewill RX850-S-B - Xtreme Series 850-Watt Active PFC Power Supply - Continuous @ 104 Deg. F (40C) 80 PLUS Bronze ATX 12V v2.2 & EPS 12V v2.91 SLI & CrossFire-Ready Compatible with Core i7 i5,850,,,,1,4,,,20+4,,,,,Fans: 1 x Silent 135mm Ball-bearing Blue LED Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: RX850-S-B; Item #: N82E16817182072; Return Policy: Standard Return Policy
Rosewill,Rosewill Stallion Series RD400-2-SB - 400-Watt ATX 12V v2.2 Power Supply,400,,,,2,,1,,20+4,1,,,,Fans: 1 x 120mm Fan with Smart Temperature Sensor; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: RD400-2-SB; Item #: N82E16817182074; Return Policy: Standard Return Policy
Rosewill,Rosewill RV350-2 350W ATX 12V v2.2 Power Supply,350,,,,2,0,0,0,20+4,,,1,,Fans: 1 x 80mm silent Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: RV350-2; Item #: N82E16817182023; Return Policy: Standard Return Policy
Rosewill,Rosewill RV350-2 350W ATX 12V v2.2 Power Supply,350,,,,2,0,0,0,20+4,,,1,,Fans: 1 x 80mm silent Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: RV350-2; Item #: N82E16817182023; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic X Series X650 Gold ((SS-650KM Active PFC F3)) 650W ATX12V V2.3/EPS 12V V2.91 SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Ha,650,,,,1,4,,,20+4,,,,,Fans: 1 x Sanyo Denki San Ace PWM Silent Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: X650 Gold ((SS-650KM Active PFC F3)); Item #: N82E16817151088; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic Platinum Series SS-400FL2 Active PFC F3 400W ATX12V Fanless 80 PLUS Platinum Certified Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,400,,,80 PLUS Platinum Certifi...,1,1,,,20+4,,,,,Fans: Fanless; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6+2-Pin; Model #: SS-400FL2 Active PFC F3; Item #: N82E16817151097; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-750KM3 750W ATX12V V2.3/EPS 12V V2.91 SLI Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,750,,,80 PLUS GOLD Certified,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SS-750KM3; Item #: N82E16817151087; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SSR-360GP 360W ATX12V v2.31 80 PLUS GOLD Certified Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,360,,,80 PLUS GOLD Certified,1,,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6-Pin; Model #: SSR-360GP; Item #: N82E16817151117; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic Platinum SS-860XP2 860W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS PLATINUM Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,860,,Full Modular,,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SS-860XP2; Item #: N82E16817151111; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-1050XP3 1050W ATX12V / EPS12V 80 PLUS PLATINUM Certified Full Modular Active PFC Power Supply,1050,,Full Modular,,1,,,,,,,,,Fans: Sanyo Denki San Ace Silent Fan; +12V Rails: Single; SATA Power Connector: 14; Over Voltage Protection: Yes; Model #: SS-1050XP3; Item #: N82E16817151141; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic X Series X-850 (SS-850KM3 Active PFC F3) 850W ATX12V v2.3 / EPS 12V v2.91 SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Haswe,850,,Full Modular,,1,4,,,20+4,,,,,Fans: 1 x Sanyo Denki Ball bearing fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: X-850 (SS-850KM3 Active PFC F3); Item #: N82E16817151102; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic  X-1050 ( SS-1050XM2 ) 1050W ATX12V / EPS12V SLI Certified CrossFire Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,1050,,Full Modular,,1,6,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: X-1050; Item #: N82E16817151110; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic X-1250 ( SS-1250XM2 ) 1250W ATX12V / EPS12V SLI Ready 80 PLUS GOLD Certified Full Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,1250,,Full Modular,,1,8,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: X-1250; Item #: N82E16817151109; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic G-750 SSR-750RM 750W ATX12V / EPS12V 80 PLUS GOLD Certified Modular Active PFC Power Supply,750,,Modular,,1,6,0,0,24,,,,,Fans: 1; Main Connector: 24/20Pin; +12V Rails: Single; PCI-Express Connector: 6 x 8/6Pin; Model #: SSR-750RM; Item #: N82E16817151132; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SSR-450RM 450W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Modular Active PFC Power Supply New 4th Gen CPU Certified Haswell Ready,450,,Modular,,1,2,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: SSR-450RM; Item #: N82E16817151124; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic M12II 620 Bronze 620W ATX12V V2.3 / EPS 12V V2.91 SLI Ready 80 PLUS BRONZE Certified Full Modular Active PFC Power Supply,620,,Full Modular,,2,1,1,,24,1,,,,Fans: 120mm ball bearing cooling fan; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: M12II 620 Bronze; Item #: N82E16817151095; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic M12II 850 SS-850AM 850W ATX12V / EPS12V SLI Ready 80 PLUS BRONZE Certified Full-Modular Active PFC FULL-modular Power Supply New 4th Gen CPU Certified Haswell Ready,850,,Full-Modular,,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SS-850AM; Item #: N82E16817151108; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic M12II 750 SS-750AM2 750W ATX12V / EPS12V SLI Ready 80 PLUS BRONZE Certified Modular Active PFC Full-modular Power Supply New 4th Gen CPU Certified Haswell Ready,750,,Modular,,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: SS-750AM; Item #: N82E16817151107; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic 80 Plus SS-350ET Bronze 350W ATX12V V2.31 80 PLUS BRONZE Certified Active PFC Power Supply - OEM,350,,,80 PLUS BRONZE Certified...,,,,,24,1,,,,Fans: 12cm Double Ball Bearing; Main Connector: 24Pin; Efficiency: >=82%; Over Voltage Protection: Yes; Model #: SS-350ET Bronze; Item #: N82E16817151077; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-400ET Bronze 400W ATX12V V2.2/EPS12V 2.91 SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply - OEM,400,,,80 PLUS BRONZE Certified...,,,,,24,1,,,,Fans: 12cm Double Ball Bearing; Main Connector: 24Pin; Efficiency: >=82%; Over Voltage Protection: Yes; Model #: SS-400ET Bronze; Item #: N82E16817151076; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-350SFE 350W SFX12V V3.1 80 PLUS Certified Active PFC Power Supply - OEM,350,,,80 PLUS Certified,2,0,0,0,20+4,,,1,,Fans: 80mm Double Ball Bearing Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: SS-350SFE; Item #: N82E16817151063; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-300SFD 300W SFX12V v3.1 80 PLUS Certified Active PFC Power Supply - OEM,300,,,80 PLUS Certified,2,,,,24,,,1,,Fans: 8cm Double Ball Bearing; Main Connector: 24Pin; +12V Rails: 2; Hold-up Time: 16ms min.; Model #: SS-300SFD; Item #: N82E16817151089; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SS-300SFD 300W SFX12V v3.1 80 PLUS Certified Active PFC Power Supply - OEM,300,,,80 PLUS Certified,2,,,,24,,,1,,Fans: 8cm Double Ball Bearing; Main Connector: 24Pin; +12V Rails: 2; Hold-up Time: 16ms min.; Model #: SS-300SFD; Item #: N82E16817151089; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic Platinum-1200(SS-1200XP3) 1200W ATX12V / EPS12V 80 PLUS PLATINUM Certified Power Supply,1200,,,80 PLUS PLATINUM Certifi...,1,10,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 10 x 6+2-Pin; Model #: Platinum-1200(SS-1200XP3); Item #: N82E16817151140; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic S12G-450 450W ATX12V / EPS12V 80 PLUS GOLD Certified Active PFC Power Supply Intel Haswell Ready,450,,,80 PLUS GOLD Certified,,2,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; PCI-Express Connector: 2 x 6+2-Pin; SATA Power Connector: 8; Model #: S12G-450; Item #: N82E16817151139; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SSP-450RT 450W ATX12V 80 PLUS GOLD Certified Active PFC PC Power Supply 12cm Double Ball Bearing Series - OEM,450,,,80 PLUS GOLD Certified,2,2,,,24,1,,,,Fans: 1 x 120mm Fan; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 2 x 6+2-Pin; Model #: SSP-450RT; Item #: N82E16817151127; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic 80 Plus Bronze SS-600ES 600W ATX12V v2.31 Power Supply,600,,,,2,,,,,,,1,,Fans: 8cm Double Ball Bearing; +12V Rails: 2; Over Voltage Protection: Yes; Overload Protection: Yes; Model #: SS-600ES; Item #: 0B1-00VM-00005
SeaSonic USA,SeaSonic SS-350M1U SS-350M1U 350W ATX12V / EPS12V 80 PLUS GOLD Certified Active PFC Power Supply,350,,,80 PLUS GOLD Certified,2,,,,,,,,,+12V Rails: 2; Efficiency: > 87%; Over Voltage Protection: Yes; Output: +3.3V@12A +5V@16A +12V1@18A +12V2@18A -12V@0.3A +5VSB@2A; Model #: SS-350M1U; Item #: N82E16817151116; Return Policy: Standard Return Policy
SeaSonic USA,SeaSonic SSP-350SE 300W ATX12V CrossFire Ready 80 PLUS BRONZE Certified Haswell Ready Active PFC Power Supply ‰ÛÒOEM - OEM,300,,,80 PLUS BRONZE Certified...,,,,,,,,,,"Over Voltage Protection: Yes; Output: +3.3V@12A +5V@16A +12V@27A -12V@0.3A +5VSB@3.6A; Approvals: UL TUV CB CCC BSMI; Dimensions: 3.40"" x 5.90"" x 5.50""; Model #: SSP-350SE; Item #: N82E16817151149; Return Policy: Standard Return Policy"
SeaSonic USA,Seasonic 250Su 250W 80Plus 1U Server Power Supply,250,,,,,,,,,,,,,Model #: SS-250SU APFC F0; Return Policy: View Return Policy
SeaSonic USA,X-650 650W 80 Plus Gold Atx12V / Eps12V Power Supply,650,,,,,,,,,,,,,Model #: X-650 ; SS-650KM3; Item #: 9SIA4CP1GF8464; Return Policy: View Return Policy
SeaSonic USA,SEASONIC M12II-750 BRONZE (SS-750AM) Seasonic SS-750AM 750W 80 Plus Bronze SLI EPS12V  ATX12V Power Supply,750,,,,,,,,,,,,,Model #: M12II-750 BRONZE/SEA; Item #: 9SIA25V2SC3357; Return Policy: View Return Policy
SeaSonic USA,Seasonic Ss-600Et 600W 80 Plus Bronze Atx12V V2.3 Power Supply,600,,,,,,,,,,,,,Model #: SS-600ET BRONZE; Return Policy: View Return Policy
SeaSonic USA,Seasonic SSR-550RT 550W 80 PLUS Gold ATX12V Power Supply w/ Active PFC,550,,,,,,,,,,,,,Model #: S12G-550;SSR-550RT; Item #: 9SIA4CP1GG2681; Return Policy: View Return Policy
SeaSonic USA,SEASONIC X-1050 (SS-1050XM) Seasonic X-1050 1050W 80Plus Gold EPS12V  ATX12V Power Supply,1050,,,,,,,,,,,,,Model #: X-1050 (SS-1050X/SEA; Item #: 9SIA25V2SC3153; Return Policy: View Return Policy
SeaSonic USA,SEASONIC M12II-850 BRONZE (SS-850AM) Seasonic SS-850AM 850W 80 Plus Bronze SLI EPS12V  ATX12V Power Supply,850,,,,,,,,,,,,,Model #: M12II-850 BRONZE/SEA; Item #: 9SIA25V2SC3349; Return Policy: View Return Policy
SeaSonic USA,Seasonic Ss-750Am 750W 80 Plus Bronze Sli Eps12V / Atx12V Power Supply,750,,,,,,,,,,,,,Model #: PS-SS750AM; Item #: 9SIA4CP1GG2200; Return Policy: View Return Policy
SeaSonic USA,Seasonic Ss-600Es 600W 80 Plus Bronze Atx12V V2.31 Power Supply,600,,,,,,,,,,,,,Model #: SS-600ES BRONZE; Return Policy: View Return Policy
Shuttle Computer,Shuttle PC60 300W 80 PLUS Certified Active PFC Power Supply,300,,,80 PLUS Certified,2,,,,,,,,,+12V Rails: 2; Hold-up Time: 17ms min.; Input Voltage: 90 - 264 V; Input Frequency Range: 47 - 63 Hz; Model #: PC60; Return Policy: View Return Policy
Shuttle Computer,SHUTTLE COMPUTER PC63J Shuttle PC63J 500W 80 PLUS Bronze ATX 12V Power Supply,500,,,,,,,,,,,,,Model #: PC63J/SHU; Item #: 9SIA25V2SC3335; Return Policy: View Return Policy
