manufacturer,description,wattag,Class,modular,plus_80,rail_12v,pcie_6+2_pin,pcie_6_pin,pcie_8_pin,main_connector,fans_120mm,fans_135mm,fans_80mm,fans_140mm,featurelist_contents
EVGA,EVGA 500 B 80 PLUS BRONZE Certified 500W Active PFC ATX12V v2.31/EPS 12V v2.91 3 Year Warranty 100-B1-0500-KR Power Supply Intel 4th Gen CPU Ready,500,,,,1,2,,,24,1,,,,Fans: 120mm Sleeve Bearing; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: 100-B1-0500-KR; Item #: N82E16817438012; Return Policy: Standard Return Policy
EVGA,EVGA 120-G1-0650-XR 650W ATX12V / EPS12V 80 PLUS GOLD Certified Power Supply,650,,Full Modular,,4,4,,,24,,,,,Fans: 135mm Double Ball Bearing; Main Connector: 24Pin; +12V Rails: 4; PCI-Express Connector: 4 x 6+2-Pin; Model #: 120-G1-0650-XR; Item #: N82E16817438026; Return Policy: Standard Return Policy
EVGA,EVGA New Version SuperNOVA 80 PLUS BRONZE Certified 750W Active PFC ATX12V EPS12V 5 Year Warranty 110-B1-0750-VR SLI Ready CrossFire Ready Modular Intel 4th Gen CPU Ready Power Supply,750,,Modular,,4,3,,,24,,,,,Fans: 135mm Double Ball Bearing; Main Connector: 24Pin; +12V Rails: 4; PCI-Express Connector: 3 x 6+2-Pin; Model #: 110-B1-0750-VR; Item #: N82E16817438025; Return Policy: View Return Policy
EVGA,EVGA SuperNOVA 220-P2-1600-X1 1600W ATX12V / EPS12V SLI Ready 80 PLUS Platinum Certified SLI Ready CrossFire Ready Full Modular Power Supply 10yr Warranty New 4th Gen Intel CPU ECO Mode,600,,Full Modular,,1,9,5,,24,,,,1,Fans: 140mm Double Ball Bearing; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 9x 8pin (6+2) 5x 6pin; Model #: 220-P2-1600-X1; Item #: N82E16817438037; Return Policy: Standard Return Policy
EVGA,EVGA SuperNOVA 750 G2 220-G2-0750-XR 750W ATX12V / EPS12V SLI Ready 80 PLUS GOLD Certified Full Modular Power Supply Intel 4th Gen CPU Compatible 10 Year Warranty,750,,Full Modular,,1,4,,,24,,,,,Fans: 1; Main Connector: 1 x 24 Pin ATX 2 x 4 + 4 Pin EPS12V 4 x 6 + 2 Pin PCI-E 9 x SATA 4 x Molex 1 x Floppy; +12V Rails: Single; PCI-Express Connector: 4 x 6 + 2 Pin PCI-E; Model #: 220-G2-0750-XR; Item #: N82E16817438017; Return Policy: View Return Policy
EVGA,EVGA SuperNOVA 220-GS-0850-V1 850W ATX12V / EPS12V 80 PLUS GOLD Certified SLI Ready CrossFire Ready Full Modular Power Supply 7yr Warranty,850,,Full Modular,,1,8,,,24,,,,,Fans: 135mm Teflon Nano-Steel Bearing; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: 220-GS-0850-V1; Item #: N82E16817438034; Return Policy: Standard Return Policy
EVGA,EVGA SuperNOVA 850 G2 220-G2-0850-XR 850W ATX12V / EPS12V SLI Ready 80 PLUS GOLD Certified Full Modular Power Supply Intel 4th Gen CPU Compatible 10 Year Warranty,850,,Full Modular,,1,4,,,24,,,,,Fans: 1; Main Connector: 1 x 24 Pin ATX 2 x 4 + 4 Pin EPS12V 4 x 6 + 2 Pin PCI-E 2 x 6 Pin PCI-E 10 x SATA 4 x Molex 1 x Floppy; +12V Rails: Single; PCI-Express Connector: 4 x 6 + 2 Pin PCI-E 2 x 6 Pin PCI-E; Model #: 220-G2-0850-XR; Item #: N82E16817438018; Return Policy: View Return Policy
EVGA,EVGA SuperNOVA 1300 G2 80 PLUS GOLD Certified 1300W Active PFC ATX12V v2.31/EPS 12V v2.91 SLI Ready CrossFire Ready Full Modular PSU 10 Year Warranty 120-G2-1300-XR Intel 4th Gen CPU Ready Power Suppl,300,,Full Modular,,1,6,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: 120-G2-1300-XR; Item #: N82E16817438011; Return Policy: Standard Return Policy
EVGA,EVGA SuperNOVA 220-GS-1050-V1 1050W ATX12V / EPS12V 80 PLUS GOLD Certified SLI Ready CrossFire Ready Full Modular Power Supply 7yr Warranty,1050,,Full Modular,,1,10,,,24,,,,,Fans: 135mm Teflon Nano-Steel Bearing; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 10 x 6+2-Pin; Model #: 220-GS-1050-V1; Item #: N82E16817438036; Return Policy: Standard Return Policy
EVGA,EVGA SuperNOVA 1000 G1 120-G1-1000-VR 1000W ATX12V SLI Ready 80 PLUS GOLD Certified Full Modular Power Supply Intel 4th Gen CPU Compatible 5 Year Warranty,1000,,Full Modular,,1,6,2,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 6x 8pin (6+2) 2x 6pin; Model #: 120-G1-1000-VR; Item #: N82E16817438019; Return Policy: Standard Return Policy
EVGA,EVGA 100-W1-500-KR 500W ATX12V / EPS12V 80 PLUS Certified Active PFC 3 Year Warranty Power Supply Intel 4th Gen CPU Ready,500,,,80 PLUS Certified,1,2,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: 100-W1-0500-KR; Item #: N82E16817438016; Return Policy: View Return Policy
EVGA,EVGA SuperNOVA 1000 P2 80 PLUS PLATINUM Certified 1000W Active PFC ATX12V v2.31/EPS 12V v2.91 SLI Ready CrossFire Ready ECO Thermal Control Full Modular PSU 10 Year Warranty 220-P2-1000-XR Intel 4th G,1000,,,80 PLUS PLATINUM Certifi...,1,6,2,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6-Pin 6 x 6+2-Pin; Model #: 220-P2-1000-XR; Item #: N82E16817438013; Return Policy: View Return Policy
EVGA,EVGA 110-B2-0850-V1 850W ATX12V / EPS12V SLI Ready 80 PLUS BRONZE Certified SLI Ready CrossFire Ready Modular Power Supply 5yr Warranty New 4th Gen Intel CPU,850,,,80 PLUS BRONZE Certified...,1,4,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 4x 8pin (6+2) 2x 6pin; Model #: 110-B2-0850-V1; Item #: N82E16817438030; Return Policy: Standard Return Policy
EVGA,EVGA 600 B 80 PLUS BRONZE Certified 600W Active PFC ATX12V v2.31/EPS 12V v2.91 3 Year Warranty 100-B1-0600-KR Power Supply,600,,,80 PLUS BRONZE Certified...,1,2,,,20+4,1,,,,Fans: 120mm; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: 100-B1-0600-KR; Item #: N82E16817438014; Return Policy: View Return Policy
FirePower Technology Inc.,FirePower ZX Series 1250W 80Plus Gold Fully-Modular High Performance ATX PC Power Supply ZX1250W Formerly PC Power & Cooling,1250,,,,1,6,,,20+4,,,,1,Fans: 1 x 140mm ball-bearing fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: OCZ-ZX1250W; Item #: 9SIA4H81E87765; Return Policy: View Return Policy
FirePower Technology Inc.,OCZ Fatal1ty OCZ-FTY550W 550W ATX12V v2.31 80 PLUS BRONZE Certified Full Modular Active PFC Power Supply,550,,Full Modular,,1,2,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: OCZ-FTY550W; Item #: 9SIA4H81E87427; Return Policy: View Return Policy
FirePower Technology Inc.,FirePower ZT Series 750W 80Plus Bronze Fully-Modular High Performance ATX PC Power Supply ZT750W formerly PC Power & Cooling,750,,,,1,4,,,20+4,,,,1,Fans: 1 x 140mm Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: OCZ-ZT750W; Item #: 9SIA4H81E87627; Return Policy: View Return Policy
Fractal Design,Fractal Design Tesla R2 800W ATX12V SLI Ready CrossFire Certified 80 PLUS GOLD Certified Power Supply,800,,,80 PLUS GOLD Certified,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: FD-PSU-TS2B-800W; Item #: N82E16817580011; Return Policy: Standard Return Policy
Fractal Design,Fractal Design Tesla R2 800W ATX12V SLI Ready CrossFire Certified 80 PLUS GOLD Certified Power Supply,800,,,80 PLUS GOLD Certified,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: FD-PSU-TS2B-800W; Item #: N82E16817580011; Return Policy: Standard Return Policy
Fractal Design,Fractal Design Newton R3 1000W White ATX12V / EPS12V SLI Ready CrossFire Certified 80 PLUS PLATINUM Certified Modular Power Supply,1000,,Modular,,1,6,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: FD-PSU-NT3W-1000W; Item #: N82E16817580007; Return Policy: Standard Return Policy
Fractal Design,Fractal Design Integra R2 750W ATX12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Power Supply,750,,,80 PLUS BRONZE Certified...,2,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 4 x 6+2-Pin; Model #: FD-PSU-IN2B-750W; Item #: 9SIA4S82M48723; Return Policy: View Return Policy
FSP Group (Fortron Source),FSP Group FSP300-60LG-5K 300W Mini ITX / Flex ATX 80 PLUS BRONZE Certified Active PFC Power Supply with Intel Haswell Ready - OEM,300,,,80 PLUS BRONZE Certified...,2,0,0,0,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: FSP300-60LG-5K; Item #: N82E16817104145; Return Policy: Standard Return Policy
FSP Group (Fortron Source),FSP Group AURUM 92+ Series PT-450M 450W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS PLATINUM Certified Modular Active PFC Power Supply,450,,Modular,,2,1,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6+2-Pin; Model #: PT-450M; Item #: N82E16817104167; Return Policy: Standard Return Policy
FSP Group (Fortron Source),FSP Group AURUM PRO 1200W (AU-1200PRO) ATX12V2.92 SLI Certified 80 PLUS GOLD Certified Single 12V Rail CrossFire Ready Modular Power Supply 4th Gen CPU Haswell Ready,1200,,Modular,,1,8,,,24,,,,,Fans: 1 x 135mm; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: AU-1200PRO; Item #: N82E16817104142; Return Policy: Standard Return Policy
FSP Group (Fortron Source),FSP Group FSP300-60GHS-R 300W SFX12V 80 PLUS Certified Power Supply Intel Haswell Ready,300,,,,2,0,0,0,20+4,,,1,,Fans: 1 x 80mm sleeve-bearing fan linked with Thermal Sensor; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: FSP300-60GHS-R; Item #: N82E16817104075; Return Policy: Standard Return Policy
FSP Group (Fortron Source),FSP Group FSP450-60GHS(85)-R 450W Micro ATX12V 80 PLUS BRONZE Certified Active PFC Power Supply with Intel Haswell Ready,450,,,80 PLUS BRONZE Certified...,2,1,1,,24,,,1,,Fans: 1 x 80mm fan; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: FSP450-60GHS(85)-R; Item #: N82E16817104132; Return Policy: View Return Policy
FSP Group (Fortron Source),FSP Group FSP400-60GHS(85)-R 400W Micro ATX12V 80 PLUS BRONZE Certified Active PFC Power Supply with Intel Haswell Ready,400,,,80 PLUS BRONZE Certified...,2,1,,,24,,,1,,Fans: 1 x 80mm fan; Main Connector: 24Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6+2-Pin; Model #: FSP400-60GHS(85)-R; Item #: N82E16817104131; Return Policy: View Return Policy
FSP Group (Fortron Source),FSP Group AURUM S 600W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Active PFC Power Supply with Intel Haswell Certified,600,,,80 PLUS GOLD Certified,1,4,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: AURUM S 600W; Item #: N82E16817104174; Return Policy: Iron Egg Guarantee Return Policy
FSP Group (Fortron Source),FSP Group Raider S 750 750W ATX 12V v2.31 / EPS12V v2.92 80 PLUS SILVER Certified Active PFC Power Supply with Intel Hawell Ready,750,,,80 PLUS SILVER Certified...,1,1,0,0,,,,,,Fans: 1; +12V Rails: Single; PCI-Express Connector: 6+2 Pin; Efficiency: > 88%; Model #: Raider S 750; Item #: N82E16817104181; Return Policy: Standard Return Policy
FSP Group (Fortron Source),FSP Group ATX300-PA 300W ATX 12V (v2.2)  Power Supply - OEM,300,,,,2,0,0,0,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: No; Model #: ATX300-PA; Item #: N82E16817104951; Return Policy: Standard Return Policy
Hewlett-Packard,HP JD055B Proprietary Power Supply,550,,,,,,,,,,,,,Features: Input Voltage:110 V AC 220 V AC Input Voltage Type:AC; Model #: JD055B#ABA; Item #: N82E16817292095; Return Policy: View Return Policy
Hewlett-Packard,HP J9306A#B2E,,,,,,,,,,,,,,Model #: 885631129555; Item #: 9SIA21B2J43925; Return Policy: View Return Policy
Hewlett-Packard,HP 640 REDUNDANT/EXTERNAL PS SHELF,640,,,,,,,,,,,,,Model #: J9805A; Item #: 12K-0019-002A7
Hewlett-Packard,HP 1400W Flex Slot Platinum Plus Hot Plug Power Supply Kit,400,,,,,,,,,,,,,Model #: 720620-B21; Return Policy: View Return Policy
Hewlett-Packard,HP ProCurve 630W Redundant AC Power Supply,630,,,,,,,,,,,,,Model #: J9443A; Item #: 9SIA67S2KX6408; Return Policy: View Return Policy
Hewlett-Packard,HP 738661-B21,,,,,,,,,,,,,,Model #: 887758765142; Return Policy: View Return Policy
Hewlett-Packard,HEWLETT-PACKARD BW930A 10642 G2 Top Exhaust Extension Kit,,,,,,,,,,,,,,Model #: BW930A/HEW; Item #: 9SIA25V2F98049; Return Policy: View Return Policy
Hewlett-Packard,HP 729 Watt Redundant Power Supply,729,,,,,,,,,,,,,Model #: J8168A; Item #: 9SIA67S2HH3552; Return Policy: View Return Policy
Hewlett-Packard,HP 1400W Flex Slot Platinum Plus Hot Plug Power Supply Kit,400,,,,,,,,,,,,,Model #: 720620-B21; Return Policy: View Return Policy
Huntkey HongKong,Huntkey EN450 Power Supply - Rated 350W Compatible with ATX 12V 2.31 Haswell CPU Ready Support Intel & AMD Multi Cores CPU Up to 80% Typical,350,,,,2,,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: EN450; Item #: 9SIA2Y90YS0989; Return Policy: View Return Policy
Huntkey HongKong,Huntkey EN400 Power Supply - Rated 300W Up to 80% Typical,300,,,,2,,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: EN400; Item #: 9SIA2Y90YS1042; Return Policy: View Return Policy
Huntkey HongKong,Huntkey EN450 Power Supply - Rated 350W Compatible with ATX 12V 2.31 Haswell CPU Ready Support Intel & AMD Multi Cores CPU Up to 80% Typical,350,,,,2,,1,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin; Model #: EN450; Item #: 9SIA2Y90YS0989; Return Policy: View Return Policy
IBM,IBM 94Y6236 Redundant Power Supply,,,,80 PLUS Certified,,,,,,,,,,Features: Input Voltage:110 V AC 220 V AC Input Voltage Type:AC Form Factor:Rack-mountable Hot Swappable Power Supply:Yes; Parts: 1 Year; Model #: 94Y6236; Item #: N82E16817209025; Return Policy: View Return Policy
iMicro,iMicro IM500W 500W ATX Power Supply,500,,,,,,,,,,,,,Model #: IM500 4IDE 1SATA 1FP; Item #: 9SIA4S82CG8889; Return Policy: View Return Policy
iMicro,Imicro Ul500W 500W Atx Power Supply,500,,,,,,,,,,,,,Model #: UL500 4IDE1SATA2FPLY; Item #: 9SIA4CP1GG2726; Return Policy: View Return Policy
In Win,In Win IP-P300CN7-2TP SFX Power Supply,,,,80 PLUS BRONZE Certified...,2,,,,,,,,,"Fans: 1; +12V Rails: 2; Dimensions: 2.5"" Height x 4.9"" Width x 3.9"" Depth; Features: Input Voltage:110 V AC 220 V AC Form Factor:Internal; Model #: IP-P300CN7-2TP; Item #: N82E16817374039; Return Policy: View Return Policy"
Intel,Intel 750W Common Redundant Power Supply FXX750PCRPS (Platium-Efficiency),750,,,80 PLUS PLATINUM Certifi...,,,,,,,,,,"Dimensions: 5.4"" Height x 6.5"" Width x 11.8"" Depth; Features: Weight (Approximate):2.49 lb Input Voltage Type:AC; Haswell Support: No; Parts: 3 Year; Model #: FXX750PCRPS; Item #: N82E16817375021; Return Policy: Standard Return Policy"
Intel,Intel EPS12V Power Supply,,,,80 PLUS SILVER Certified...,2,,,,,,,,,+12V Rails: 2; Model #: FUP365SNRPS; Item #: 9SIA0ZX2FJ7466; Return Policy: View Return Policy
Lenovo,Lenovo 67Y1497 Redundant Power Supply,,,,,,,,,,,,,,Haswell Support: No; Model #: 67Y1497; Return Policy: View Return Policy
Lenovo,Lenovo 67Y2625S Lenovo Redundant ATX 450 Energy Star Certified Power Supply 67Y2625,450,,,,,,,,,,,,,Model #: 67Y2625S; Return Policy: View Return Policy
Lenovo,Lenovo 4N60A33905 NAS Power Supply for px4-300r Hot-Swappable,,,,,,,,,,,,,,Model #: 4N60A33905; Item #: N82E16817979009; Return Policy: View Return Policy
LEPA,LEPA G Series G1600-MA 1600W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Power Supply,600,,Full Modular,,,10,,,24,,,,,Fans: 1; Main Connector: 24Pin; +12V Rails: 6; PCI-Express Connector: 10 x 6+2-Pin; Model #: G1600-MA; Return Policy: View Return Policy
LEPA,LEPA B550-MB 550W ATX 80 PLUS BRONZE Certified Hybrid Modular Active PFC Power Supply,550,,Hybrid Modular,,1,2,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: B550-MB; Item #: N82E16817494022; Return Policy: Standard Return Policy
LEPA,LEPA G800-MB 800W ATX12V / EPS12V CrossFire Ready 80 PLUS GOLD Certified Active PFC Power Supply,800,,,80 PLUS GOLD Certified,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: G800-MB; Item #: N82E16817494024; Return Policy: Standard Return Policy
LEPA,LEPA MaxBron B1000-MB 1000W ATX CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply,1000,,,80 PLUS BRONZE Certified...,1,6,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 6 x 6+2-Pin; Model #: B1000-MB; Item #: N82E16817494018; Return Policy: Standard Return Policy
LEPA,LEPA MaxBron B800-MB 800W ATX CrossFire Ready 80 PLUS BRONZE Certified Active PFC Power Supply,800,,,80 PLUS BRONZE Certified...,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: B800-MB; Item #: N82E16817494017; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS480D2 480W ATX12V Power Supply,480,,,,1,0,0,0,20+4,,,,,Fans: 2; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS480D2; Item #: N82E16817170016; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS480D-BK 480W ATX12V Power Supply,480,,,,1,0,0,0,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS480D-BK; Item #: N82E16817170012; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS575XBK 575W ATX12V SLI Ready Power Supply,575,,,,1,,2,,20+4,,,2,,Fans: Dual 80mm Fans; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6-Pin; Model #: PS575XBK; Item #: N82E16817170017; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS575XBK 575W ATX12V SLI Ready Power Supply,575,,,,1,,2,,20+4,,,2,,Fans: Dual 80mm Fans; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6-Pin; Model #: PS575XBK; Item #: N82E16817170017; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS350MA 350W Micro ATX Power Supply,350,,,,1,0,0,0,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS350MA; Item #: N82E16817170015; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS550ABK 550Watts ATX12V Power Supply With SATA and 20/24 Pin connectors.,550,,,,1,0,0,0,20+4,,,2,,Fans: 2 x 80mm fans; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS550ABK; Item #: N82E16817170010; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS550E12 550W ATX12V Power Supply,550,,,,1,0,0,0,20+4,1,,,,Fans: 1 x 120mm Dual Ball Bearing fan 2000RPM / 75CFM; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS550E12; Item #: N82E16817170019; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS480D 480W ATX12V Power Supply,480,,,,1,0,0,0,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: No; Model #: PS480D; Item #: N82E16817170014; Return Policy: Standard Return Policy
Logisys Computer,LOGISYS Computer PS550AC 550Watts ATX12V Power Supply,550,,,,1,,1,,20+4,,,,,Fans: Dual Blue LED Silent Fans; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6-Pin; Model #: PS550AC; Item #: N82E16817170011; Return Policy: Standard Return Policy
Logisys Computer,New Logisys PS550E12 ATX 550W Power Supply 20+4 pin PC Computer,550,,,,,,,,,,,,,Fans: 1; Model #: 900e1001A047; Return Policy: View Return Policy
Logisys Computer,Logisys PS480D 480W ATX Power Supply for Intel P4 and AMD,480,,,,,,,,,,,,,Model #: 866; Item #: 9SIA3SD1JE2321; Return Policy: View Return Policy
Netgear Inc.,Netgear RPS4000-100NES,,,,,,,,,,,,,,Model #: 606449085907; Return Policy: View Return Policy
NZXT,NZXT HALE90 V2 NP-1GM-1200A 1200W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Active@0.99(Typically) PFC Power Supply,1200,,Full Modular,,1,8,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 8 x 6+2-Pin; Model #: NP-1GM-1200A; Item #: N82E16817116022; Return Policy: Standard Return Policy
NZXT,NZXT HALE90 V2 850W 850W ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS GOLD Certified Full Modular Active@0.99(Typically) PFC Power Supply,850,,Full Modular,,1,4,,,20+4,,,,,Fans: 1; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 4 x 6+2-Pin; Model #: HALE90 V2 850W; Item #: N82E16817116030; Return Policy: Standard Return Policy
Raidmax,RAIDMAX HYBRID 2 RX-630SS 630W ATX12V V2.2/ EPS12V SLI Ready CrossFire Ready Modular Power Supply New Version with Build-in LED Fan On/Off Switch,630,,,,2,1,1,,20+4,,,,,Fans: 1 x 135mm Blue Glowing LED Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: RX-630SS; Item #: N82E16817152035; Return Policy: Standard Return Policy
Raidmax,RAIDMAX RX-1200AE 1200W ATX12V v2.3 / EPS12V SLI Certified CrossFire Ready 80 PLUS GOLD Certified Modular Active PFC Power Supply,1200,,Modular,,4,6,,,20+4,,,,,Fans: 1 x 135 mm Fan; Main Connector: 20+4Pin; +12V Rails: 4; PCI-Express Connector: 6 x 6+2-Pin; Model #: RX-1200AE; Item #: N82E16817152045; Return Policy: Standard Return Policy
Raidmax,RAIDMAX Blackstone series RX-700AC 700W Continuous Power ATX12V V2.3 / EPS12V V2.91 80 PLUS BRONZE Certified Modular Active PFC Power Supply,700,,Modular,,2,1,1,,20+4,,,,,Fans: 1 x 135mm Blue LED fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: RX-700AC; Item #: N82E16817152042; Return Policy: Standard Return Policy
Raidmax,RAIDMAX RX-635AP 635W ATX 12V v2.3/EPS 12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Modular Power Supply,635,,Modular,,1,2,,,20+4,,,,,Fans: 135 mm Blue LED Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: RX-635AP; Item #: N82E16817152046; Return Policy: Standard Return Policy
Raidmax,RAIDMAX RX-635AP 635W ATX 12V v2.3/EPS 12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Modular Power Supply,635,,Modular,,1,2,,,20+4,,,,,Fans: 135 mm Blue LED Fan; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: RX-635AP; Item #: N82E16817152046; Return Policy: Standard Return Policy
Raidmax,RAIDMAX RX-535AP 535W ATX 12V v2.3/EPS 12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Modular Power Supply,535,,Modular,,1,2,,,20+4,,,,,Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; SATA Power Connector: 6; Model #: RX-535AP; Item #: N82E16817152049; Return Policy: Standard Return Policy
Raidmax,RAIDMAX HYBRID 2 RX-530SS 530W ATX12V V2.2/ EPS12V SLI Ready CrossFire Ready Modular Power Supply New Version with Build-in LED Fan On/Off Switch,680,,Modular,,2,1,1,,20+4,,,,,Fans: 1 x 135mm Blue Glowing LED Fan; Main Connector: 20+4Pin; +12V Rails: 2; PCI-Express Connector: 1 x 6-Pin 1 x 6+2-Pin; Model #: RX-530SS; Item #: N82E16817152028; Return Policy: Standard Return Policy
Raidmax,RAIDMAX Cobra RX-700AC-B Continuous 700 watts ATX12V / EPS12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Power Supply,700,,,80 PLUS BRONZE Certified...,1,2,,,20+4,,,,,Fans: 135 mm Fan with Green Blade; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 2 x 6+2-Pin; Model #: RX-700AC-B; Item #: N82E16817152055; Return Policy: Standard Return Policy
Raidmax,RAIDMAX Cobra RX-400AF-B 400W ATX 12V v2.3/EPS 12V SLI Ready CrossFire Ready 80 PLUS BRONZE Certified Power Supply,400,,,80 PLUS BRONZE Certified...,1,1,,,20+4,,,,,Fans: 135 mm Fan with Green Blade; Main Connector: 20+4Pin; +12V Rails: Single; PCI-Express Connector: 1 x 6+2-Pin; Model #: RX-400AF-B; Item #: N82E16817152052; Return Policy: Standard Return Policy
